acc,auc,auprc,loss,prec,rec,val_acc,val_auc,val_auprc,val_loss,val_prec,val_rec,learning_rate
0.49533528089523315,0.49216461181640625,0.5070276856422424,0.7148051857948303,0.5052301287651062,0.5516847372055054,0.44041451811790466,0.4186393618583679,0.5252776741981506,0.7245715856552124,0.5268816947937012,0.4336283206939697,0.0005000000237487257
0.5137026309967041,0.5196672677993774,0.5358355045318604,0.6962044835090637,0.5208020210266113,0.5933752059936523,0.4715026021003723,0.4278208017349243,0.5286203622817993,0.7220916748046875,0.5632184147834778,0.4336283206939697,0.0005000000237487257
0.5212827920913696,0.531234622001648,0.549652099609375,0.691923201084137,0.528881847858429,0.5699599981307983,0.5181347131729126,0.4407632648944855,0.5371631383895874,0.7204258441925049,0.6219512224197388,0.45132744312286377,0.0005000000237487257
0.5323615074157715,0.5510501861572266,0.5693516135215759,0.6884005665779114,0.535083532333374,0.6402056217193604,0.49740931391716003,0.44264379143714905,0.5391212701797485,0.7243973612785339,0.6142857074737549,0.38053098320961,0.0005000000237487257
0.5279883146286011,0.5569849014282227,0.5752978324890137,0.6866179704666138,0.538551390171051,0.5265562534332275,0.4922279715538025,0.44142699241638184,0.537509560585022,0.7272629737854004,0.5974025726318359,0.40707963705062866,0.0005000000237487257
0.5437317490577698,0.5639195442199707,0.5855849385261536,0.6839913725852966,0.5462226867675781,0.6276413202285767,0.49740931391716003,0.4523783326148987,0.5472135543823242,0.7289875149726868,0.6081081032752991,0.39823007583618164,0.0005000000237487257
0.5475218892097473,0.5713692903518677,0.5886460542678833,0.6825882792472839,0.5513681173324585,0.6099371910095215,0.4922279715538025,0.4573008716106415,0.5500664114952087,0.7235329747200012,0.6027397513389587,0.389380544424057,0.0005000000237487257
0.5577259659767151,0.5841706991195679,0.6000787019729614,0.6797887682914734,0.5662513971328735,0.5711022019386292,0.4663212299346924,0.46316370368003845,0.5539712905883789,0.7313876152038574,0.5833333134651184,0.3097345232963562,0.0005000000237487257
0.5600582957267761,0.5871752500534058,0.6020533442497253,0.6789393424987793,0.5625,0.6219303011894226,0.43523314595222473,0.4676991105079651,0.5524261593818665,0.7322812080383301,0.5370370149612427,0.2566371560096741,0.0005000000237487257
0.5638483762741089,0.596981942653656,0.6096013784408569,0.6776034235954285,0.5699396729469299,0.5933752059936523,0.42487046122550964,0.4653761088848114,0.5473856329917908,0.734228253364563,0.5185185074806213,0.24778760969638824,0.0005000000237487257
0.5708454847335815,0.5996519327163696,0.610479474067688,0.676438570022583,0.5749596953392029,0.6110793948173523,0.4715026021003723,0.45105087757110596,0.537699818611145,0.7277693748474121,0.5632184147834778,0.4336283206939697,0.0005000000237487257
0.569679319858551,0.5985252857208252,0.6090000867843628,0.676158607006073,0.5742039680480957,0.6076527833938599,0.41450777649879456,0.46133849024772644,0.5486847162246704,0.7391687631607056,0.5,0.2300885021686554,0.0005000000237487257
0.5720116496086121,0.6056972742080688,0.6126832962036133,0.6744635105133057,0.5766937732696533,0.6076527833938599,0.4559585452079773,0.4602876305580139,0.5480524897575378,0.7341629862785339,0.5588235259056091,0.3362831771373749,0.0005000000237487257
0.5798833966255188,0.6056568026542664,0.6162522435188293,0.6739052534103394,0.5790010094642639,0.648772120475769,0.47668394446372986,0.45918139815330505,0.5404874086380005,0.7286924719810486,0.5714285969734192,0.4247787594795227,0.0005000000237487257
0.5827988386154175,0.6219165921211243,0.6328756809234619,0.6693800687789917,0.5940070748329163,0.577384352684021,0.4300518035888672,0.45320796966552734,0.5384021997451782,0.737482488155365,0.5254237055778503,0.2743362784385681,0.0002500000118743628
0.5909621119499207,0.6257507801055908,0.6357132196426392,0.668420135974884,0.5969899892807007,0.6116504669189453,0.4196891188621521,0.45171457529067993,0.536496639251709,0.7389835715293884,0.5087719559669495,0.2566371560096741,0.0002500000118743628
0.5833819508552551,0.6281505823135376,0.6371561288833618,0.6668911576271057,0.5895439386367798,0.6053683757781982,0.44041451811790466,0.4539269804954529,0.5372141599655151,0.7365710139274597,0.5362318754196167,0.32743361592292786,0.0002500000118743628
0.5822157263755798,0.6244336366653442,0.6383719444274902,0.6681158542633057,0.5906499624252319,0.5916619300842285,0.409326434135437,0.450663685798645,0.535076916217804,0.7403337359428406,0.4912280738353729,0.24778760969638824,0.0002500000118743628
0.596792995929718,0.6296976804733276,0.6349716186523438,0.6673904061317444,0.6021087765693665,0.619645893573761,0.4196891188621521,0.45077431201934814,0.5343811511993408,0.7376475930213928,0.5076923370361328,0.29203540086746216,0.0002500000118743628
0.5795918107032776,0.6292300224304199,0.6391786336898804,0.6666956543922424,0.5829307436943054,0.6202170252799988,0.39896371960639954,0.4535398483276367,0.5376029014587402,0.7440600395202637,0.4727272689342499,0.2300885021686554,0.0002500000118743628
