feature_set,features_used,n_features,lookback,width1,width2,dropout,lr,cell,mcc_mean,mcc_std,auprc_mean,auprc_std,auroc_mean
v2,mom+vol,11,60,32,16,0.1,0.0005,GRU,0.10912982578012465,0.013142081402753105,0.5559012023649567,0.025885389183073922,0.5243918316593467
