feature_set,features_used,n_features,lookback,width1,width2,dropout,lr,cell,fold,mcc,thr_val,bal_acc,auprc,auroc,epochs_trained
v2,all,11,40,32,16,0.1,0.0003,GRU,3,0.034393010920277876,0.7968168258666992,0.5024911402960184,0.5052119560658004,0.4832742686401223,22
v2,all,11,40,32,16,0.1,0.0003,GRU,4,0.0880370446393147,0.21517539024353027,0.5109860329372524,0.512038351067491,0.4919810992981725,7
v2,all,11,40,32,16,0.1,0.0003,GRU,5,0.059332205636490776,0.6682774424552917,0.5178414649441866,0.551227580898515,0.5206251654890812,11
v2,all,11,40,32,16,0.1,0.0003,LSTM,1,0.041822548964012884,0.6805388927459717,0.5105729782351714,0.5069402707211498,0.47375008692024195,18
v2,all,11,40,32,16,0.1,0.0003,LSTM,2,0.03539924430382299,0.28434503078460693,0.5077290886565793,0.4938101295569586,0.4688818051476218,7
v2,all,11,40,32,16,0.1,0.0003,LSTM,3,0.09384712644716153,0.5868436098098755,0.5089743589743589,0.5301861444286259,0.4995205336668751,9
v2,all,11,40,32,16,0.1,0.0003,LSTM,4,0.04999745954322424,0.7528939247131348,0.5025641025641026,0.5130415527098598,0.4907511639218956,8
v2,all,11,40,32,16,0.1,0.0003,LSTM,5,0.0829896471522995,0.619229257106781,0.5310318157113592,0.5488150549585421,0.5036442437671587,13
v2,all,11,40,32,16,0.2,0.0003,GRU,1,0.08496094625742526,0.3712086081504822,0.5192198039079341,0.5132757605049393,0.49660663375286834,41
v2,all,11,40,32,16,0.2,0.0003,GRU,2,0.07621734222244164,0.39351022243499756,0.5213533039157005,0.5154830155922114,0.4875207060231907,28
v2,all,11,40,32,16,0.2,0.0003,GRU,3,0.0578493327058556,0.7199493646621704,0.5062643318740879,0.5028840092314195,0.4828920853311097,56
v2,all,11,40,32,16,0.2,0.0003,GRU,4,0.06802497775892986,0.3283577263355255,0.5236814675839065,0.5076601373264779,0.4987492182614134,12
v2,all,11,40,32,16,0.2,0.0003,GRU,5,0.053232096578208,0.6737898588180542,0.5162841255905347,0.5407442458611114,0.49903145337737087,35
v2,all,11,40,32,16,0.2,0.0003,LSTM,1,0.023422017391882224,0.1914251297712326,0.5014706904944024,0.5013457375762735,0.4814894652666713,7
v2,all,11,40,32,16,0.2,0.0003,LSTM,2,0.05558403170277171,0.6595540046691895,0.5060238867467531,0.5164157799106808,0.46613956207630947,17
v2,all,11,40,32,16,0.2,0.0003,LSTM,3,0.06127461753922871,0.8623201847076416,0.5038461538461538,0.4938372623753977,0.4616010006253909,22
v2,all,11,40,32,16,0.2,0.0003,LSTM,4,0.04303836519862929,0.6056329011917114,0.5049093183239525,0.5153443070003239,0.5045445069835314,12
v2,all,11,40,32,16,0.2,0.0003,LSTM,5,0.07141448914520479,0.7508805394172668,0.507305907437602,0.5399964708773157,0.49769360480510616,8
v2,all,11,40,64,32,0.0,0.0005,GRU,1,0.04377647489585508,0.30002307891845703,0.5129163479591128,0.5002859890943595,0.47642027675405046,7
v2,all,11,40,64,32,0.0,0.0005,GRU,2,0.03548773732940524,0.6705121397972107,0.5087313297790893,0.5071813291563444,0.4681370843135344,30
v2,all,11,40,64,32,0.0,0.0005,GRU,3,0.05047381955851671,0.6309996843338013,0.5105899520533667,0.5170950789304132,0.4925161559307901,7
v2,all,11,40,64,32,0.0,0.0005,GRU,4,0.03734087733559838,0.22704054415225983,0.5013550135501355,0.4947891183374199,0.47742338961851155,7
v2,all,11,40,64,32,0.0,0.0005,GRU,5,0.05397465190386574,0.7380099296569824,0.5116434633554915,0.5253611725997884,0.47625318784230114,49
v2,all,11,40,64,32,0.0,0.0005,LSTM,1,0.08597998865893323,0.25476378202438354,0.5127320770461025,0.5078646539203763,0.4821431054864057,9
v2,all,11,40,64,32,0.0,0.0005,LSTM,2,0.07030613881376667,0.3487947881221771,0.5179394200921505,0.5168810099891947,0.49329055248541875,20
v2,all,11,40,64,32,0.0,0.0005,LSTM,3,0.07080067519990257,0.7349144220352173,0.5051282051282051,0.505258290010596,0.47296921687165594,8
v2,all,11,40,64,32,0.0,0.0005,LSTM,4,0.059255945883909276,0.6580255627632141,0.5141442568271837,0.5161426205166046,0.48554652213188804,7
v2,all,11,40,64,32,0.0,0.0005,LSTM,5,0.0759781170140857,0.6880037784576416,0.5195660353693716,0.5507224597735012,0.5129255682372451,7
v2,all,11,40,64,32,0.1,0.0005,GRU,1,0.042112351045723036,0.41205501556396484,0.5201585425213824,0.5052912084609579,0.491231485988457,14
v2,all,11,40,64,32,0.1,0.0005,GRU,2,0.053970320010052135,0.15651935338974,0.502770083102493,0.488704873918259,0.47181892843719986,14
v2,all,11,40,64,32,0.1,0.0005,GRU,3,0.04999745954322424,0.8315945863723755,0.5025641025641026,0.5148598203365008,0.5001181293864221,12
v2,all,11,40,64,32,0.1,0.0005,GRU,4,0.03871961899296365,0.6473235487937927,0.5116948092557848,0.5098556100462769,0.48679035508303803,7
v2,all,11,40,64,32,0.1,0.0005,GRU,5,0.07101185971290064,0.3307328224182129,0.5088736987332246,0.5395139466393805,0.5090722856306702,7
v2,all,11,40,64,32,0.1,0.0005,LSTM,1,0.037736974282010324,0.1089995950460434,0.5013698630136987,0.49872683776571025,0.4740004172171616,7
v2,all,11,40,64,32,0.1,0.0005,LSTM,2,0.046106926845529375,0.25057753920555115,0.5044126449421623,0.5158696990818065,0.49692715655841535,11
v2,all,11,40,64,32,0.1,0.0005,LSTM,3,0.04947467216338123,0.519585371017456,0.5229622680842193,0.5249602269818838,0.5150093808630395,13
v2,all,11,40,64,32,0.1,0.0005,LSTM,4,0.03846880194707176,0.5570657849311829,0.516729205753596,0.5139180331270949,0.4999096657633243,7
v2,all,11,40,64,32,0.1,0.0005,LSTM,5,0.08641283384181651,0.27754834294319153,0.5070028011204482,0.5385186372872983,0.4899591677467007,11
v2,all,11,40,64,32,0.2,0.0005,GRU,1,0.057523419854972335,0.6261709928512573,0.5172797441068075,0.5277897579839672,0.504102635421737,19
v2,all,11,40,64,32,0.2,0.0005,GRU,2,0.05999454921931953,0.8498257994651794,0.5037688442211056,0.5101258802555622,0.4776305349461991,21
v2,all,11,40,64,32,0.2,0.0005,GRU,3,0.03734087733559838,0.1617238074541092,0.5013550135501355,0.4948042087238327,0.4701619067472726,10
v2,all,11,40,64,32,0.2,0.0005,GRU,4,0.059112452583532184,0.42148420214653015,0.5084948926412342,0.5105856977874191,0.4798693627961921,9
v2,all,11,40,64,32,0.2,0.0005,GRU,5,0.059363679421799626,0.7992870807647705,0.503731343283582,0.544486293597941,0.503219198127012,7
v2,all,11,40,64,32,0.2,0.0005,LSTM,1,0.052009050466727075,0.3453942835330963,0.5042104165217997,0.49767096284196166,0.47731034003198664,14
v2,all,11,40,64,32,0.2,0.0005,LSTM,2,0.059411047237684665,0.724150538444519,0.5082789292724008,0.5126266423847896,0.474254931165523,9
v2,all,11,40,64,32,0.2,0.0005,LSTM,3,0.062003080921673365,0.14449834823608398,0.5054930164686262,0.5202890185794421,0.5014036550621915,9
v2,all,11,40,64,32,0.2,0.0005,LSTM,4,0.062003080921673365,0.23643876612186432,0.5054930164686262,0.5198083245904316,0.5026266416510319,8
v2,all,11,40,64,32,0.2,0.0005,LSTM,5,0.06688268170402464,0.6867858171463013,0.5161482503449141,0.5400521372825371,0.49484370862772964,15
v2,all,11,40,64,32,0.0,0.0003,GRU,1,0.04396230014051456,0.5652092099189758,0.5197100340727349,0.52453818907292,0.5064807732424726,15
v2,all,11,40,64,32,0.0,0.0003,GRU,2,0.038137597616638874,0.07350797206163406,0.5013850415512465,0.5039483284214061,0.48884310750428045,42
v2,all,11,40,64,32,0.0,0.0003,GRU,3,0.031014990276859444,0.29138079285621643,0.5094746716697937,0.5046575755308363,0.48567160030574663,24
v2,all,11,40,64,32,0.0,0.0003,GRU,4,0.06130412063476689,0.44773992896080017,0.527475505524286,0.4948833668030609,0.4878882634980196,9
v2,all,11,40,64,32,0.0,0.0003,GRU,5,0.09009481191507336,0.329980731010437,0.5204021907270371,0.5400830229029316,0.5030589350167928,30
v2,all,11,40,64,32,0.0,0.0003,LSTM,1,0.06395905341925309,0.5110052824020386,0.5314616507892358,0.5189520116381486,0.5011195327167791,11
v2,all,11,40,64,32,0.0,0.0003,LSTM,2,0.038137597616638874,0.218197762966156,0.5013850415512465,0.5159202985709601,0.48128453903868373,10
v2,all,11,40,64,32,0.0,0.0003,LSTM,3,0.05816067016712048,0.709507167339325,0.5086095476339378,0.5070287009246036,0.4728371899103606,19
v2,all,11,40,64,32,0.0,0.0003,LSTM,4,0.058499364308265585,0.14260932803153992,0.5069939545549301,0.519032220246836,0.49442012368841637,7
v2,all,11,40,64,32,0.0,0.0003,LSTM,5,0.06697589906023094,0.7354649305343628,0.5124273590033028,0.5441092922967974,0.5051075156430731,11
v2,all,11,40,64,32,0.1,0.0003,GRU,1,0.06544875781845104,0.18899957835674286,0.5041095890410959,0.5035798807214864,0.483248730964467,9
v2,all,11,40,64,32,0.1,0.0003,GRU,2,0.019836327191962547,0.25053325295448303,0.5056341263102215,0.4911733813908101,0.4646292403847492,20
v2,all,11,40,64,32,0.1,0.0003,GRU,3,0.04089523954037905,0.2476525753736496,0.5075776526996039,0.4861256975117745,0.476443610589952,8
v2,all,11,40,64,32,0.1,0.0003,GRU,4,0.045772581083818265,0.23638486862182617,0.5057119032728788,0.4909095928958056,0.4808630393996247,10
v2,all,11,40,64,32,0.1,0.0003,GRU,5,0.059363679421799626,0.7559864521026611,0.503731343283582,0.5148559708621727,0.4770823752386527,7
v2,all,11,40,64,32,0.1,0.0003,LSTM,1,0.037736974282010324,0.2626531720161438,0.5013698630136987,0.5026719385326852,0.4771990821222446,12
v2,all,11,40,64,32,0.1,0.0003,LSTM,2,0.09669800263181384,0.19824135303497314,0.5158792577847687,0.5127595881597488,0.4963390358997203,12
v2,all,11,40,64,32,0.1,0.0003,LSTM,3,0.09979622761576915,0.6867578029632568,0.5163748175943298,0.5575731086400771,0.5273295809881176,8
v2,all,11,40,64,32,0.1,0.0003,LSTM,4,0.06134321582487731,0.4143209755420685,0.5149364185949552,0.5189275131985902,0.5064623723160309,9
v2,all,11,40,64,32,0.1,0.0003,LSTM,5,0.038542893560567,0.31981369853019714,0.5014005602240896,0.5316929442440175,0.4934919241328372,13
v2,all,11,40,64,32,0.2,0.0003,GRU,1,0.033189652598845154,0.26078173518180847,0.5029413809888047,0.4943977888761187,0.46850010430429034,10
v2,all,11,40,64,32,0.2,0.0003,GRU,2,0.03121917007729024,0.47580644488334656,0.5154477373014658,0.5079976104640946,0.49302607218920086,14
v2,all,11,40,64,32,0.2,0.0003,GRU,3,0.051132331961706474,0.2094629406929016,0.5041380029184908,0.5071873710201191,0.49055659787367095,13
v2,all,11,40,64,32,0.2,0.0003,GRU,4,0.03734087733559838,0.23165203630924225,0.5013550135501355,0.495935064324607,0.4818775623653673,13
v2,all,11,40,64,32,0.2,0.0003,GRU,5,0.067471485767946,0.29286321997642517,0.5073163593795728,0.5365576612669836,0.49148515127444015,7
v2,all,11,40,64,32,0.2,0.0003,LSTM,1,0.02766777938548826,0.5437054634094238,0.5136951533273069,0.5114575042550262,0.49521590988109315,11
v2,all,11,40,64,32,0.2,0.0003,LSTM,2,0.05424100459206144,0.40126630663871765,0.5181308203065187,0.5176893860501169,0.5029162432661924,7
v2,all,11,40,64,32,0.2,0.0003,LSTM,3,0.06423420453553239,0.26679688692092896,0.5288305190744216,0.49981561486560233,0.4811757348342714,7
v2,all,11,40,64,32,0.2,0.0003,LSTM,4,0.07080067519990257,0.8257243037223816,0.5051282051282051,0.5044453604707333,0.4893266624973942,7
v2,all,11,40,64,32,0.2,0.0003,LSTM,5,0.06774798671814765,0.6361596584320068,0.5268196830971195,0.5504269771181378,0.5179843081511212,14
v2,all,11,60,32,16,0.0,0.0005,GRU,1,0.06923099654792643,0.5006973147392273,0.5343502766810022,0.5046686530326461,0.4878172290801274,8
v2,all,11,60,32,16,0.0,0.0005,GRU,2,0.11021865789724912,0.41376993060112,0.5397288957460877,0.5408057954630343,0.5170009551098376,11
v2,all,11,60,32,16,0.0,0.0005,GRU,3,0.05552469688990988,0.6426324248313904,0.5162659434100572,0.5157863125383519,0.4895909690661193,24
v2,all,11,60,32,16,0.0,0.0005,GRU,4,0.10917911412715495,0.6014254093170166,0.5422042222548014,0.5272898863685778,0.4988931241753408,7
v2,all,11,60,32,16,0.0,0.0005,GRU,5,0.08657200415473315,0.3984167277812958,0.5173846900079372,0.5456086199550074,0.5252631037422465,13
v2,all,11,60,32,16,0.0,0.0005,LSTM,1,0.035201852547732636,0.8404138088226318,0.5012953367875648,0.5125888213486671,0.49464985542133305,23
v2,all,11,60,32,16,0.0,0.0005,LSTM,2,0.05538174883567798,0.6825281381607056,0.5049775916538094,0.5114749915512169,0.47499081625156125,14
v2,all,11,60,32,16,0.0,0.0005,LSTM,3,0.05216795927972995,0.7234961986541748,0.508671749010409,0.500843844383099,0.47300249230318137,20
v2,all,11,60,32,16,0.0,0.0005,LSTM,4,0.05773435474962345,0.3528943359851837,0.5104420172995162,0.5103079594651222,0.5075062307579534,8
v2,all,11,60,32,16,0.0,0.0005,LSTM,5,0.08535752154060132,0.557959794998169,0.5398183261310521,0.5541548467381502,0.5225953199870653,7
v2,all,11,60,32,16,0.1,0.0005,GRU,1,0.09114393631390344,0.5418932437896729,0.5268864947379237,0.530429701450803,0.47865079481571726,13
v2,all,11,60,32,16,0.1,0.0005,GRU,2,0.03683013610079506,0.24880704283714294,0.5052016751157152,0.5128872076716949,0.4801410623760194,25
v2,all,11,60,32,16,0.1,0.0005,GRU,3,0.07589809930944583,0.1948695331811905,0.5055710306406686,0.5021402660337803,0.49546987245271956,7
v2,all,11,60,32,16,0.1,0.0005,GRU,4,0.030284364108843446,0.643938422203064,0.5100021990910424,0.5017141581307841,0.482656501979182,7
v2,all,11,60,32,16,0.1,0.0005,GRU,5,0.06701926131049839,0.5762066841125488,0.5200304259634888,0.5482008248035721,0.5082017814622101,8
v2,all,11,60,32,16,0.1,0.0005,LSTM,1,0.07280681677406863,0.6279561519622803,0.5088251698982812,0.5338214668143038,0.492528879038295,7
v2,all,11,60,32,16,0.1,0.0005,LSTM,2,0.04396965570470281,0.7582732439041138,0.5067886268459334,0.5123975731820971,0.4844831386378664,15
v2,all,11,60,32,16,0.1,0.0005,LSTM,3,0.03577892148129755,0.7983726263046265,0.5013157894736842,0.47689216234954823,0.4502712212285589,16
v2,all,11,60,32,16,0.1,0.0005,LSTM,4,0.07170373066339751,0.6795059442520142,0.5052631578947369,0.5020144676742221,0.4902946781996774,8
v2,all,11,60,32,16,0.1,0.0005,LSTM,5,0.10295889303759159,0.4784044623374939,0.5467780815474615,0.5765644097930864,0.555031307875474,10
v2,all,11,60,32,16,0.2,0.0005,GRU,1,0.0667109072750933,0.31723839044570923,0.5073243405891764,0.537120967076941,0.511470886113109,9
v2,all,11,60,32,16,0.2,0.0005,GRU,2,0.07382389574507156,0.5046558976173401,0.5267063404599222,0.5376767984748874,0.5116964220116083,8
v2,all,11,60,32,16,0.2,0.0005,GRU,3,0.03787183889385256,0.2612335681915283,0.5013927576601671,0.4876109087351532,0.4568538337487172,8
v2,all,11,60,32,16,0.2,0.0005,GRU,4,0.08203318703730116,0.7078844308853149,0.5103723794165078,0.5250602166615455,0.49167277525289543,12
v2,all,11,60,32,16,0.2,0.0005,GRU,5,0.07183554221130206,0.357304185628891,0.5090947173472088,0.5366257867894857,0.5024914013581445,26
v2,all,11,60,32,16,0.2,0.0005,LSTM,1,0.05762410974938027,0.6385948061943054,0.525165494870026,0.5275682654219122,0.5040584773004154,12
v2,all,11,60,32,16,0.2,0.0005,LSTM,2,0.0028946102655068888,0.3153391182422638,0.5001506134743957,0.4920564919319023,0.4510175593270149,12
v2,all,11,60,32,16,0.2,0.0005,LSTM,3,0.06568501360640998,0.24562378227710724,0.5041782729805014,0.49951285991130756,0.4946635390705175,26
v2,all,11,60,32,16,0.2,0.0005,LSTM,4,0.03787183889385256,0.16105447709560394,0.5013927576601671,0.5054147814298902,0.4795851048233397,16
v2,all,11,60,32,16,0.2,0.0005,LSTM,5,0.0829844023596425,0.5917961597442627,0.5261082693947143,0.5457540770583795,0.5097377781697386,7
v2,all,11,60,32,16,0.0,0.0003,GRU,1,0.08888438883172703,0.4517057240009308,0.5372895536408872,0.5355286765033443,0.5144945617871979,13
v2,all,11,60,32,16,0.0,0.0003,GRU,2,0.10204784968150071,0.6356967687606812,0.5184777018587907,0.5622576757908088,0.5335390492983616,7
v2,all,11,60,32,16,0.0,0.0003,GRU,3,0.03703227245370496,0.2114870846271515,0.504486145726433,0.5009897237508063,0.47589796217563407,7
v2,all,11,60,32,16,0.0,0.0003,GRU,4,0.0716143310728582,0.44993460178375244,0.5344157748130773,0.5201954326314604,0.5191834041929335,7
v2,all,11,60,32,16,0.0,0.0003,GRU,5,0.09196775556842933,0.4693196713924408,0.5302716288914366,0.5623056485700084,0.5336743393009378,9
v2,all,11,60,32,16,0.0,0.0003,LSTM,1,0.10330362314936614,0.6185767650604248,0.5499089961690322,0.5566854526303386,0.5450468963290229,7
v2,all,11,60,32,16,0.0,0.0003,LSTM,2,0.06152896626210037,0.27593159675598145,0.5094996693850562,0.5024219914452743,0.4789508485783557,18
v2,all,11,60,32,16,0.0,0.0003,LSTM,3,0.07616031521183553,0.4028104245662689,0.5232773786834775,0.5273364363281771,0.5221961589209793,10
v2,all,11,60,32,16,0.0,0.0003,LSTM,4,0.07818579188754116,0.3849532902240753,0.5129966280604017,0.5287987840536208,0.5187142647705616,10
v2,all,11,60,32,16,0.0,0.0003,LSTM,5,0.07311342034695728,0.5480023622512817,0.5271004203780463,0.5476974564093193,0.5159626069318283,12
v2,all,11,60,32,16,0.1,0.0003,GRU,1,0.06105418250350614,0.8225228190422058,0.5038860103626943,0.5062039084091521,0.46837616873871624,7
v2,all,11,60,32,16,0.1,0.0003,GRU,2,0.04104161810541555,0.41376057267189026,0.5030159429872897,0.517241244613303,0.4843655866578503,7
v2,all,11,60,32,16,0.1,0.0003,GRU,3,0.09650482451046058,0.5097715854644775,0.533840345990324,0.5386476843748178,0.5158627767189562,17
v2,all,11,60,32,16,0.1,0.0003,GRU,4,0.08348120861555754,0.4946601092815399,0.5403386600205249,0.5265169487882557,0.5278771441137663,11
v2,all,11,60,32,16,0.1,0.0003,GRU,5,0.04124794177905656,0.2846848964691162,0.5030315724490696,0.5019231970254372,0.459373254549196,10
v2,all,11,60,32,16,0.1,0.0003,LSTM,1,0.07714230755583616,0.2974533140659332,0.5056657223796034,0.5187741840425267,0.4886832332780461,7
v2,all,11,60,32,16,0.1,0.0003,LSTM,2,0.03891270387770627,0.23264256119728088,0.501432664756447,0.48884089111086165,0.45674087135405184,17
v2,all,11,60,32,16,0.1,0.0003,LSTM,3,0.062055052328161005,0.8993499875068665,0.5039473684210526,0.514693529772297,0.4953672482040757,12
v2,all,11,60,32,16,0.1,0.0003,LSTM,4,0.09743738467700074,0.6576839685440063,0.5179592435126814,0.5350600586447751,0.4930582026095881,7
v2,all,11,60,32,16,0.1,0.0003,LSTM,5,0.04914535733672715,0.7640027403831482,0.5025575447570333,0.5067107389449934,0.4629596966222771,7
v2,all,11,60,32,16,0.2,0.0003,GRU,1,0.08388450248058889,0.6146911978721619,0.5400270075885453,0.5283474984943541,0.5195731626766869,7
v2,all,11,60,32,16,0.2,0.0003,GRU,2,0.06749029247914949,0.26949459314346313,0.504297994269341,0.5245384188097911,0.48800969803835137,14
v2,all,11,60,32,16,0.2,0.0003,GRU,3,0.08118300223642883,0.5444166660308838,0.5393710599618824,0.5232137904468683,0.5054024336607535,7
v2,all,11,60,32,16,0.2,0.0003,GRU,4,0.058743060006408034,0.8091792464256287,0.5099875384840932,0.5102262899951405,0.48130772613986217,7
v2,all,11,60,32,16,0.2,0.0003,GRU,5,0.05821094243722219,0.5687565803527832,0.525075697445395,0.5386868549636434,0.5132507275773878,39
v2,all,11,60,32,16,0.2,0.0003,LSTM,1,0.06289845483715638,0.6214256882667542,0.5195621541487472,0.5232896291314895,0.48833096038397744,16
v2,all,11,60,32,16,0.2,0.0003,LSTM,2,0.11427827724550195,0.31946462392807007,0.517643817500551,0.5412708324580602,0.5268312394386893,7
v2,all,11,60,32,16,0.2,0.0003,LSTM,3,0.07271002626944505,0.32152143120765686,0.5131505644333676,0.5085750708218972,0.4884327811171382,29
v2,all,11,60,32,16,0.2,0.0003,LSTM,4,0.04566044694626707,0.4467412531375885,0.5113656355373113,0.502033033418194,0.4933734056589943,14
v2,all,11,60,32,16,0.2,0.0003,LSTM,5,0.07984942864794516,0.6130048632621765,0.5174434841402827,0.5531513002731752,0.5174471587735544,22
v2,all,11,60,64,32,0.0,0.0005,GRU,1,0.05855951692779195,0.6251536011695862,0.5074087393033804,0.5180512880075515,0.47851869248044154,8
v2,all,11,60,64,32,0.0,0.0005,GRU,2,0.07798407337935233,0.25743597745895386,0.505730659025788,0.5268065426702471,0.4981191683197414,8
v2,all,11,60,64,32,0.0,0.0005,GRU,3,0.07476041277214457,0.7102545499801636,0.5090565899428237,0.5183807388465831,0.4841518838879929,8
v2,all,11,60,64,32,0.0,0.0005,GRU,4,0.1283704430541785,0.5523424744606018,0.5633154962615452,0.5345996032787268,0.5427283389532327,10
