feature_set,features_used,n_features,lookback,width1,width2,dropout,lr,cell,fold,mcc,thr_val,bal_acc,auprc,auroc,epochs_trained
v2,all,11,60,64,32,0.1,0.0005,GRU,3,0.06709807061832622,0.77685546875,0.5065019791819382,0.4911624682604666,0.45939744905439084,15
v2,all,11,60,64,32,0.1,0.0005,GRU,4,0.04403373821154784,0.65234375,0.5114645946342179,0.5084478876733214,0.4863986219029468,18
v2,all,11,60,64,32,0.1,0.0005,GRU,5,0.0887495088572291,0.6064453125,0.5285078049210689,0.5595920855938963,0.51768968456948,7
v2,all,11,60,64,32,0.1,0.0005,LSTM,1,0.07601943203110428,0.69384765625,0.5123478988389673,0.5517161722877217,0.518464970864096,12
v2,all,11,60,64,32,0.1,0.0005,LSTM,2,0.05098867899228782,0.517578125,0.5213577253691867,0.5308475605765626,0.5028800235103961,7
v2,all,11,60,64,32,0.1,0.0005,LSTM,3,0.045954399577079676,0.362060546875,0.5093571323852808,0.5012436933118598,0.49899574842398475,16
v2,all,11,60,64,32,0.1,0.0005,LSTM,4,0.07170373066339751,0.7373046875,0.5052631578947369,0.511832236018008,0.48338220202316373,14
v2,all,11,60,64,32,0.1,0.0005,LSTM,5,0.10639428435315343,0.3974609375,0.5314070905723609,0.5338443818753871,0.513460181673869,13
v2,all,11,60,64,32,0.2,0.0005,GRU,1,0.033772708838593526,0.61083984375,0.508872873519353,0.5182298659008426,0.48844471517268717,7
v2,all,11,60,64,32,0.2,0.0005,GRU,2,0.025177237847068365,0.708984375,0.5022628756153111,0.49723958704164434,0.46330174123870405,11
v2,all,11,60,64,32,0.2,0.0005,GRU,3,0.03577892148129755,0.70556640625,0.5013157894736842,0.5029356802235128,0.4886343644626887,7
v2,all,11,60,64,32,0.2,0.0005,GRU,4,0.112047191460212,0.46875,0.5392904266236622,0.5309399617038681,0.5243512681425011,12
v2,all,11,60,64,32,0.2,0.0005,GRU,5,0.07786426985079625,0.68701171875,0.5063938618925832,0.5475796680325606,0.507000176382397,7
v2,all,11,60,64,32,0.2,0.0005,LSTM,1,0.09314592442109279,0.775390625,0.5127111802609755,0.5510466940100933,0.5113901569082182,10
v2,all,11,60,64,32,0.2,0.0005,LSTM,2,0.08419099028158647,0.287353515625,0.5174160605392697,0.5354227313426387,0.5108331496583646,9
v2,all,11,60,64,32,0.2,0.0005,LSTM,3,0.04470683171976414,0.29345703125,0.5043322093534672,0.49069138763040854,0.466445535845184,8
v2,all,11,60,64,32,0.2,0.0005,LSTM,4,0.07551759505080934,0.734375,0.5078177686556223,0.5371180667915597,0.5094744172408737,9
v2,all,11,60,64,32,0.2,0.0005,LSTM,5,0.07786426985079625,0.67822265625,0.5063938618925832,0.5530719013819015,0.5137615016021402,7
v2,all,11,120,64,32,0.1,0.0005,GRU,1,0.0644316368358253,0.6318359375,0.5151847023033463,0.5225609321946412,0.4855280312907432,12
v2,all,11,120,64,32,0.1,0.0005,GRU,2,0.07246398282308503,0.68994140625,0.5055555555555555,0.5376141099260291,0.49376959247648905,21
v2,all,11,120,64,32,0.1,0.0005,GRU,3,0.06770544447715038,0.35009765625,0.5044910179640718,0.48790701965078365,0.4693656165929011,14
