feature_set,features_used,n_features,lookback,width1,width2,dropout,lr,cell,fold,mcc,thr_val,bal_acc,auprc,auroc,epochs_trained
v2,all,11,40,32,16,0.1,0.0003,GRU,4,0.09384712644716153,0.6666035652160645,0.5089743589743589,0.5346295157125825,0.5120561462024877,19
v2,all,11,40,32,16,0.1,0.0003,GRU,5,0.07365692893964723,0.5726128816604614,0.535756093482169,0.534727585173878,0.5230848558328804,7
v2,all,11,40,32,16,0.1,0.0003,LSTM,1,0.037736974282010324,0.37204310297966003,0.5013698630136987,0.5217059528139568,0.497246366733885,19
v2,all,11,40,32,16,0.1,0.0003,LSTM,2,0.06062799779676557,0.8082731366157532,0.510405211653837,0.54492331389699,0.5090271301103857,7
v2,all,11,40,32,16,0.1,0.0003,LSTM,3,0.061563722349325,0.6955602169036865,0.5307066916823014,0.5384648210451307,0.5194566048224585,7
v2,all,11,40,32,16,0.1,0.0003,LSTM,4,0.05284284341966789,0.400393009185791,0.502710027100271,0.5144475323933134,0.49246056563129736,13
v2,all,11,40,32,16,0.1,0.0003,LSTM,5,0.09826363412294868,0.45612287521362305,0.5179041765960115,0.546037190739508,0.5212940897752136,10
v2,all,11,40,32,16,0.2,0.0003,GRU,1,0.13705956362400884,0.4543023705482483,0.5457930602878799,0.5871142716501752,0.5735414783394758,33
v2,all,11,40,32,16,0.2,0.0003,GRU,2,0.07755528428944194,0.6693955659866333,0.5062814070351759,0.5378123461810742,0.5044613649967288,20
v2,all,11,40,32,16,0.2,0.0003,GRU,3,0.10655442812875565,0.7081329822540283,0.5115384615384615,0.5270233709976314,0.4927663122785075,20
v2,all,11,40,32,16,0.2,0.0003,GRU,4,0.07080067519990257,0.6723229289054871,0.5051282051282051,0.5251113815550674,0.5048294072684316,21
v2,all,11,40,32,16,0.2,0.0003,GRU,5,0.07665189220400015,0.5636136531829834,0.537762866340566,0.5336410555592098,0.521328929581783,7
v2,all,11,40,32,16,0.2,0.0003,LSTM,1,0.04708166810178654,0.7746670246124268,0.5080766288853348,0.5180517629799757,0.4861762047145539,7
v2,all,11,40,32,16,0.2,0.0003,LSTM,2,0.06148417671915158,0.7807992696762085,0.5152702571026879,0.5469726603290962,0.5123679338520859,7
v2,all,11,40,32,16,0.2,0.0003,LSTM,3,0.059565187288504205,0.75168377161026,0.5236085053158224,0.5368839607043884,0.519567785421444,7
v2,all,11,40,32,16,0.2,0.0003,LSTM,4,0.06690481286156648,0.3911365568637848,0.5083489681050657,0.5168509983814824,0.49999305121256343,21
v2,all,11,40,32,16,0.2,0.0003,LSTM,5,0.08892086572950514,0.47580665349960327,0.536498181362097,0.5486980806635666,0.5366514765110024,27
v2,all,11,40,64,32,0.0,0.0005,GRU,1,0.09631996856414761,0.5691412091255188,0.5418294972533203,0.5652577987279752,0.5511577776232529,27
v2,all,11,40,64,32,0.0,0.0005,GRU,2,0.04864821337952839,0.6505880355834961,0.5132414148303845,0.5251983896087273,0.49555951502665685,22
v2,all,11,40,64,32,0.0,0.0005,GRU,3,0.06627067698010942,0.8237873911857605,0.5063372941421722,0.513978708976232,0.4813216593704398,25
v2,all,11,40,64,32,0.0,0.0005,GRU,4,0.055151586686820867,0.463147908449173,0.5177506775067751,0.5159712536310381,0.5033771106941838,13
v2,all,11,40,64,32,0.0,0.0005,GRU,5,0.07723878585675413,0.40167900919914246,0.5056022408963585,0.5261907391254962,0.49854369608539933,8
v2,all,11,40,64,32,0.0,0.0005,LSTM,1,0.07173499921851552,0.5274680256843567,0.5341909463875947,0.5304317037544635,0.5257562061052778,7
v2,all,11,40,64,32,0.0,0.0005,LSTM,2,0.08541960095249646,0.29873257875442505,0.5163942983616141,0.5299969240242085,0.5116371330335889,7
v2,all,11,40,64,32,0.0,0.0005,LSTM,3,0.08878049005813282,0.8274471759796143,0.5284344381905357,0.5373314468508692,0.5089569870057675,16
v2,all,11,40,64,32,0.0,0.0005,LSTM,4,0.0805565016703985,0.32563987374305725,0.509631019387117,0.5396611492197614,0.5266972413313877,7
v2,all,11,40,64,32,0.0,0.0005,LSTM,5,0.08573789213063548,0.7064568996429443,0.5097934696266566,0.5498166820260167,0.5042643923240938,8
v2,all,11,40,64,32,0.1,0.0005,GRU,1,0.1043581362882471,0.6271624565124512,0.5386099714901607,0.5823967054434848,0.5526875738822057,46
v2,all,11,40,64,32,0.1,0.0005,GRU,2,0.03903105023829383,0.3209938704967499,0.504670165230585,0.510973501782913,0.48720750567240634,29
v2,all,11,40,64,32,0.1,0.0005,GRU,3,0.06127461753922871,0.7903448343276978,0.5038461538461538,0.5027126268465338,0.472149259954138,18
v2,all,11,40,64,32,0.1,0.0005,GRU,4,0.05092118966654903,0.44597914814949036,0.5164686262247238,0.5109436286033735,0.4947258703356264,17
v2,all,11,40,64,32,0.1,0.0005,GRU,5,0.09481712504825,0.43098998069763184,0.5260148835653664,0.5302886129272946,0.5132042866898002,16
v2,all,11,40,64,32,0.1,0.0005,LSTM,1,0.09334299263233455,0.3504820466041565,0.5220603574160351,0.534527653709004,0.526249913079758,8
v2,all,11,40,64,32,0.1,0.0005,LSTM,2,0.09222572402218136,0.2765873372554779,0.5128516543938529,0.5284272760874196,0.5120338534779159,7
v2,all,11,40,64,32,0.1,0.0005,LSTM,3,0.08391436672188048,0.49186328053474426,0.5354283927454659,0.5401596923840162,0.5328469182127719,10
v2,all,11,40,64,32,0.1,0.0005,LSTM,4,0.0924210773715138,0.6251295804977417,0.5275901605169897,0.5467063241799862,0.5284344381905357,8
v2,all,11,40,64,32,0.1,0.0005,LSTM,5,0.08640508843538151,0.5940378904342651,0.5163154814164471,0.5525204476998933,0.4996934097021894,8
v2,all,11,40,64,32,0.2,0.0005,GRU,1,0.09988556449644657,0.5965443849563599,0.5424344621375425,0.5644857051151504,0.544127668451429,35
v2,all,11,40,64,32,0.2,0.0005,GRU,2,0.007253146506908379,0.5578639507293701,0.5036226840574061,0.5049565476026617,0.4801013377134982,8
v2,all,11,40,64,32,0.2,0.0005,GRU,3,0.06627067698010942,0.7880379557609558,0.5063372941421722,0.5008821759980079,0.47622819817941764,18
v2,all,11,40,64,32,0.2,0.0005,GRU,4,0.058499364308265585,0.4339768886566162,0.5069939545549301,0.5068094329277065,0.4961017302480718,17
v2,all,11,40,64,32,0.2,0.0005,GRU,5,0.05454387348902202,0.42364078760147095,0.5028011204481793,0.5375191316292919,0.5082291623116908,10
v2,all,11,40,64,32,0.2,0.0005,LSTM,1,0.10304138638697101,0.4142152667045593,0.5497913914192337,0.5375220324140059,0.5296919546624017,9
v2,all,11,40,64,32,0.2,0.0005,LSTM,2,0.06633346227133122,0.3572181463241577,0.51884074110163,0.5299685403245867,0.5218892245159314,8
v2,all,11,40,64,32,0.2,0.0005,LSTM,3,0.0822221516549064,0.7266929149627686,0.5308943089430894,0.5420351384761871,0.5276144812730179,9
v2,all,11,40,64,32,0.2,0.0005,LSTM,4,0.13621195568838027,0.4054822325706482,0.5218261413383365,0.5481306445365144,0.5357306649989576,9
v2,all,11,40,64,32,0.2,0.0005,LSTM,5,0.08411999120458383,0.6727209687232971,0.5074626865671642,0.5508402269362465,0.5038602505678889,8
v2,all,11,40,64,32,0.0,0.0003,GRU,1,0.111642828690469,0.604876697063446,0.5458799805298657,0.5595217906326536,0.5407273485849384,32
v2,all,11,40,64,32,0.0,0.0003,GRU,2,0.03903105023829383,0.321916401386261,0.504670165230585,0.5210066646571541,0.49755703726388173,22
v2,all,11,40,64,32,0.0,0.0003,GRU,3,0.03533021470983539,0.7731049060821533,0.5012820512820513,0.4862782450769023,0.46475575012160375,8
v2,all,11,40,64,32,0.0,0.0003,GRU,4,0.039682596698996,0.46041426062583923,0.5096622889305816,0.5025276714255088,0.48637342783684245,17
v2,all,11,40,64,32,0.0,0.0003,GRU,5,0.06684649615563991,0.3999711275100708,0.5042016806722689,0.527998740950944,0.515636105188344,15
v2,all,11,40,64,32,0.0,0.0003,LSTM,1,0.08411714527242181,0.38693636655807495,0.5268166330575065,0.5241729878415697,0.5265975940477019,10
v2,all,11,40,64,32,0.0,0.0003,LSTM,2,0.11163537754988541,0.29587265849113464,0.5170067790475925,0.5299579203717611,0.5123470538287003,7
v2,all,11,40,64,32,0.0,0.0003,LSTM,3,0.07698078371960541,0.8001289963722229,0.5213987909109861,0.5442411046961138,0.5252310471822668,8
v2,all,11,40,64,32,0.0,0.0003,LSTM,4,0.1126185012742946,0.3887065351009369,0.5121951219512195,0.552821884041463,0.5406226113543187,14
v2,all,11,40,64,32,0.0,0.0003,LSTM,5,0.09092036723851767,0.70513916015625,0.5087064676616916,0.5428055139676626,0.4891160444277214,7
v2,all,11,40,64,32,0.1,0.0003,GRU,1,0.10323463060787043,0.6860829591751099,0.5346429316459217,0.5645336901218407,0.5421250260760726,50
v2,all,11,40,64,32,0.1,0.0003,GRU,2,0.038137597616638874,0.2734776735305786,0.5013850415512465,0.5181435228577689,0.4925527916591267,30
v2,all,11,40,64,32,0.1,0.0003,GRU,3,0.03533021470983539,0.7712635397911072,0.5012820512820513,0.49680391685175856,0.47594329789451745,14
v2,all,11,40,64,32,0.1,0.0003,GRU,4,0.04192190591975499,0.4573313593864441,0.5093704398582447,0.5062372901017022,0.4920575359599749,14
v2,all,11,40,64,32,0.1,0.0003,GRU,5,0.06491612766628248,0.40880170464515686,0.5057590200259208,0.5294739495729,0.5078737962846831,13
v2,all,11,40,64,32,0.1,0.0003,LSTM,1,0.11138224667278174,0.40766745805740356,0.5446074681871914,0.5228400381081859,0.5277136499548014,9
v2,all,11,40,64,32,0.1,0.0003,LSTM,2,0.11163537754988541,0.2923339009284973,0.5170067790475925,0.5311587349034259,0.5156600175392196,7
v2,all,11,40,64,32,0.1,0.0003,LSTM,3,0.1024090596703214,0.47381776571273804,0.5355117781947051,0.5526113257043048,0.5383781530122993,9
v2,all,11,40,64,32,0.1,0.0003,LSTM,4,0.08429264578746858,0.4152437150478363,0.5234313112361892,0.5517901604246568,0.542491835174762,10
v2,all,11,40,64,32,0.1,0.0003,LSTM,5,0.09726265188302569,0.6660928726196289,0.5099502487562189,0.5578116924909037,0.5047033738868681,8
v2,all,11,40,64,32,0.2,0.0003,GRU,1,0.09249454679113506,0.5781444311141968,0.5395939086294417,0.5557796449087968,0.5425909185731174,24
v2,all,11,40,64,32,0.2,0.0003,GRU,2,0.05195933358617584,0.3283083736896515,0.5076977686215008,0.5192233470022423,0.49481479419256946,22
v2,all,11,40,64,32,0.2,0.0003,GRU,3,0.03533021470983539,0.7696590423583984,0.5012820512820513,0.489288739486404,0.46956431102772567,8
v2,all,11,40,64,32,0.2,0.0003,GRU,4,0.04403512088809902,0.4476579427719116,0.5042109651865749,0.5041195946756725,0.4886178861788618,22
v2,all,11,40,64,32,0.2,0.0003,GRU,5,0.05110358705848865,0.46111202239990234,0.518740331953677,0.5304928178954431,0.5059367030394247,10
v2,all,11,40,64,32,0.2,0.0003,LSTM,1,0.08088671370977255,0.3877868354320526,0.5232702871844795,0.5209740446791645,0.5221055559418677,10
v2,all,11,40,64,32,0.2,0.0003,LSTM,2,0.10069936971665615,0.28163987398147583,0.5157504976405574,0.5327882188313092,0.5178176199557343,7
v2,all,11,40,64,32,0.2,0.0003,LSTM,3,0.0758781156035051,0.5037111043930054,0.5342505732749635,0.5445432960954288,0.53052602320895,8
v2,all,11,40,64,32,0.2,0.0003,LSTM,4,0.10999299713468914,0.41022157669067383,0.5299145299145299,0.5448745829363539,0.5253561253561253,11
v2,all,11,40,64,32,0.2,0.0003,LSTM,5,0.09092036723851767,0.7935174107551575,0.5087064676616916,0.555261408327135,0.5177404295051353,8
v2,all,11,60,32,16,0.0,0.0005,GRU,1,0.12436449647249229,0.5062620639801025,0.5618312319276666,0.5837442005741501,0.5671593594504543,22
v2,all,11,60,32,16,0.0,0.0005,GRU,2,0.0873336897981008,0.6572923064231873,0.5101057967820145,0.5515419904051025,0.5059363749908163,14
v2,all,11,60,32,16,0.0,0.0005,GRU,3,0.10369097298335052,0.45823368430137634,0.5155512388212872,0.5329818238803576,0.5002528954698724,15
v2,all,11,60,32,16,0.0,0.0005,GRU,4,0.10266136930908824,0.4344926178455353,0.5185676587010702,0.5283976723302631,0.5088036944729513,14
v2,all,11,60,32,16,0.0,0.0005,GRU,5,0.07323871958203405,0.46966448426246643,0.5295807978363759,0.5391803965427364,0.5235397007378664,7
v2,all,11,60,32,16,0.0,0.0005,LSTM,1,0.07892792266123581,0.6827316284179688,0.5064766839378239,0.5244784601239626,0.4866943592302837,13
v2,all,11,60,32,16,0.0,0.0005,LSTM,2,0.0855862598242876,0.7564498782157898,0.5076923076923077,0.5397860478125267,0.48149291014620527,13
v2,all,11,60,32,16,0.0,0.0005,LSTM,3,0.062055052328161005,0.8241839408874512,0.5039473684210526,0.5320567468074048,0.5080266823046474,7
v2,all,11,60,32,16,0.0,0.0005,LSTM,4,0.07200119533374474,0.6847463846206665,0.5161046767336168,0.523481085129013,0.49421639055856914,9
v2,all,11,60,32,16,0.0,0.0005,LSTM,5,0.11469871377098505,0.4636862576007843,0.5342806537907516,0.5464481215272479,0.5189170120821942,16
v2,all,11,60,32,16,0.1,0.0005,GRU,1,0.11200307241650549,0.661003828048706,0.5129533678756477,0.5811945354719125,0.5556811343187189,17
v2,all,11,60,32,16,0.1,0.0005,GRU,2,0.08032399515802643,0.6562682390213013,0.5088237454999632,0.5446408163839429,0.500661229887591,14
v2,all,11,60,32,16,0.1,0.0005,GRU,3,0.11947748686248438,0.7003687620162964,0.5144736842105263,0.5323689108462826,0.4971191907344964,15
v2,all,11,60,32,16,0.1,0.0005,GRU,4,0.1142570009168246,0.4604766368865967,0.5408371206567952,0.5289542724394236,0.5095147339099839,13
v2,all,11,60,32,16,0.1,0.0005,GRU,5,0.1042775392837908,0.4614948332309723,0.5409317400123468,0.5395092410789532,0.5244657083223094,7
v2,all,11,60,32,16,0.1,0.0005,LSTM,1,0.08419061185067772,0.6275831460952759,0.5233637657972375,0.5607297285445417,0.5281011023205977,23
v2,all,11,60,32,16,0.1,0.0005,LSTM,2,0.0680819898554747,0.7511210441589355,0.5138784806406582,0.5345234091260903,0.48778928807582106,7
v2,all,11,60,32,16,0.1,0.0005,LSTM,3,0.06752518426998914,0.6780425906181335,0.52936886087084,0.5294575735048654,0.507579533792699,7
v2,all,11,60,32,16,0.1,0.0005,LSTM,4,0.09711894981731448,0.7463682293891907,0.511765137076675,0.5268158727578831,0.4957191027708547,17
v2,all,11,60,32,16,0.1,0.0005,LSTM,5,0.07863731051192946,0.5548285245895386,0.5309514360466825,0.5555067071290769,0.524230531792927,13
v2,all,11,60,32,16,0.2,0.0005,GRU,1,0.1209215647245978,0.5022715330123901,0.5599304261034215,0.5919031644367462,0.5721095275139808,24
v2,all,11,60,32,16,0.2,0.0005,GRU,2,0.07625796603820614,0.6492946147918701,0.5153111453971053,0.5410937343204452,0.49734773345088534,18
v2,all,11,60,32,16,0.2,0.0005,GRU,3,0.10792330850704117,0.6777569055557251,0.5118421052631579,0.5327412464754426,0.49568245125348187,15
v2,all,11,60,32,16,0.2,0.0005,GRU,4,0.10150547690577598,0.6320545673370361,0.5143197478375605,0.5368147203168814,0.5100351854566779,14
v2,all,11,60,32,16,0.2,0.0005,GRU,5,0.08763258259064809,0.45991379022598267,0.5331157950436547,0.538480860294513,0.5230399506129289,7
v2,all,11,60,32,16,0.2,0.0005,LSTM,1,0.10033273860238053,0.39833343029022217,0.5210409664019727,0.5650381199227239,0.5316311702799101,37
v2,all,11,60,32,16,0.2,0.0005,LSTM,2,0.07001077904665177,0.7727707028388977,0.5119168319741386,0.5362669724121275,0.487789288075821,7
v2,all,11,60,32,16,0.2,0.0005,LSTM,3,0.062097159325505975,0.6837355494499207,0.5268142501099545,0.5315128925937602,0.5071836974050726,7
v2,all,11,60,32,16,0.2,0.0005,LSTM,4,0.09308253705422066,0.37468796968460083,0.5083565459610028,0.5190686694623725,0.4923251722621317,27
v2,all,11,60,32,16,0.2,0.0005,LSTM,5,0.08380091125813002,0.4722645878791809,0.5321530411264955,0.5432522674095537,0.5161316400623218,17
v2,all,11,60,32,16,0.0,0.0003,GRU,1,0.14096534662311205,0.48762235045433044,0.5683556194865622,0.5910434930515944,0.5737791542514935,38
v2,all,11,60,32,16,0.0,0.0003,GRU,2,0.09091543663914883,0.65351402759552,0.513650723679377,0.5489371903242398,0.5039747263242965,32
v2,all,11,60,32,16,0.0,0.0003,GRU,3,0.09216601269064593,0.67589271068573,0.5190441284269169,0.5254133161500172,0.48970825392171236,13
v2,all,11,60,32,16,0.0,0.0003,GRU,4,0.09202236044859252,0.6392074227333069,0.5166434540389973,0.535940615779448,0.5040316669110101,18
v2,all,11,60,32,16,0.0,0.0003,GRU,5,0.08008809633833501,0.5724525451660156,0.5385689508187083,0.5372841644441343,0.5278390216656377,7
v2,all,11,60,32,16,0.0,0.0003,LSTM,1,0.050279713919245225,0.7716580629348755,0.5092728500344934,0.5174751835999496,0.480030530317486,7
v2,all,11,60,32,16,0.0,0.0003,LSTM,2,0.06568523050524055,0.795099139213562,0.5147086914995225,0.545661498501587,0.5034163544192197,7
v2,all,11,60,32,16,0.0,0.0003,LSTM,3,0.062405681041819254,0.7513606548309326,0.5235522650637736,0.5372345502487514,0.5166544494942091,7
v2,all,11,60,32,16,0.0,0.0003,LSTM,4,0.05359519160997269,0.3577175736427307,0.5027855153203342,0.5254278969423971,0.5017885940477936,19
v2,all,11,60,32,16,0.0,0.0003,LSTM,5,0.0971384378035702,0.4526870548725128,0.5149998530146691,0.5401022975528937,0.5067907222859158,10
v2,all,11,60,32,16,0.1,0.0003,GRU,1,0.1427889252626345,0.46941566467285156,0.5607634047175212,0.5927723303627004,0.5775220537509724,39
v2,all,11,60,32,16,0.1,0.0003,GRU,2,0.09095645217610672,0.6469895839691162,0.5147821614870326,0.5488786716521381,0.5046947322018955,32
v2,all,11,60,32,16,0.1,0.0003,GRU,3,0.09447563083346823,0.4944442808628082,0.5252162439524997,0.5320840774939378,0.4920172995162,17
v2,all,11,60,32,16,0.1,0.0003,GRU,4,0.10780251582024888,0.62362140417099,0.5205908224600498,0.5301567972076549,0.498504618091189,17
v2,all,11,60,32,16,0.1,0.0003,GRU,5,0.08078269419420793,0.5763962864875793,0.5383962430549432,0.5371183963449739,0.5271702384102067,7
v2,all,11,60,32,16,0.1,0.0003,LSTM,1,0.03979801654251712,0.7670767307281494,0.5077353256322564,0.5206464713237182,0.4845917303938117,7
v2,all,11,60,32,16,0.1,0.0003,LSTM,2,0.05754802876669196,0.731427788734436,0.5223348762030711,0.546402690084039,0.505730659025788,7
v2,all,11,60,32,16,0.1,0.0003,LSTM,3,0.07170373066339751,0.8499801754951477,0.5052631578947369,0.5377590672237677,0.5166691101011582,7
v2,all,11,60,32,16,0.1,0.0003,LSTM,4,0.08491443929547704,0.4178357422351837,0.5069637883008357,0.5151421584521467,0.49685529980941207,15
v2,all,11,60,32,16,0.1,0.0003,LSTM,5,0.1006826127677044,0.43702054023742676,0.511652262104242,0.5398122292670501,0.5085471969897404,10
v2,all,11,60,32,16,0.2,0.0003,GRU,1,0.13382664215148202,0.44740042090415955,0.5413920650530611,0.5828508887676846,0.558161722614452,26
