loss,auc,auprc,acc,prec,rec,val_loss,val_auc,val_auprc,val_acc,val_prec,val_rec,lr
0.708599328994751,0.4897453486919403,0.5073030591011047,0.493586003780365,0.5042631030082703,0.47287264466285706,0.7032483220100403,0.5394911170005798,0.6024011969566345,0.4559585452079773,0.568965494632721,0.29203540086746216,0.0005
0.691676139831543,0.5434491634368896,0.5558459162712097,0.5300291776657104,0.5401038527488708,0.5345516800880432,0.7164199352264404,0.5025442838668823,0.5821813344955444,0.4455958604812622,0.5600000023841858,0.24778760969638824,0.0005
0.6892076134681702,0.5577950477600098,0.5541009902954102,0.5408163070678711,0.5547263622283936,0.5094231963157654,0.7146899104118347,0.5026548504829407,0.5691090226173401,0.48704662919044495,0.6129032373428345,0.3362831771373749,0.0005
0.6832734942436218,0.5786982774734497,0.5854824185371399,0.558309018611908,0.5657747983932495,0.5796687602996826,0.6966661810874939,0.4990597069263458,0.5821724534034729,0.5336787700653076,0.5920000076293945,0.6548672318458557,0.0005
0.6813181042671204,0.5878416299819946,0.5892406702041626,0.5556851029396057,0.5666471123695374,0.5511136651039124,0.7074402570724487,0.4828539788722992,0.5560416579246521,0.49740931391716003,0.5645161271095276,0.6194690465927124,0.0005
0.6777071952819824,0.6008274555206299,0.5998716354370117,0.5673469305038452,0.5682864189147949,0.6344946026802063,0.7073013186454773,0.48125001788139343,0.5564419031143188,0.5181347131729126,0.5806451439857483,0.6371681690216064,0.0005
0.6749820709228516,0.6051571369171143,0.6147727966308594,0.5658892393112183,0.5735955238342285,0.583095371723175,0.728779137134552,0.4624999761581421,0.5480223894119263,0.45077720284461975,0.5538461804389954,0.3185840845108032,0.0005
0.6693307161331177,0.6281129717826843,0.631787896156311,0.5930029153823853,0.6082977652549744,0.5693889260292053,0.7174229025840759,0.46299776434898376,0.55431067943573,0.4663212299346924,0.5657894611358643,0.38053098320961,0.00025
0.6677348017692566,0.634933590888977,0.6355818510055542,0.5976676344871521,0.6058185696601868,0.606510579586029,0.70832759141922,0.48141589760780334,0.5643638968467712,0.4818652868270874,0.5585585832595825,0.5486725568771362,0.00025
0.665469765663147,0.6386166214942932,0.6424228549003601,0.5991253852844238,0.6017315983772278,0.6350656747817993,0.7195901274681091,0.4699668288230896,0.5552834868431091,0.45077720284461975,0.5421686768531799,0.39823007583618164,0.00025
0.6644590497016907,0.6394259929656982,0.6458689570426941,0.5941690802574158,0.6022791862487793,0.6036550402641296,0.7151240110397339,0.4690265655517578,0.55767822265625,0.4715026021003723,0.5679012537002563,0.40707963705062866,0.00025
0.6637607216835022,0.6432145237922668,0.6433585286140442,0.6037901043891907,0.6051502227783203,0.6442033052444458,0.7176347374916077,0.4653761088848114,0.5569764375686646,0.4922279715538025,0.5742574334144592,0.5132743120193481,0.00025
0.6609021425247192,0.6499852538108826,0.6548268795013428,0.6029154658317566,0.6092082858085632,0.619645893573761,0.7271708250045776,0.45647120475769043,0.5572782158851624,0.4715026021003723,0.5714285969734192,0.389380544424057,0.00025
