feature_set,features_used,n_features,lookback,width1,width2,dropout,lr,cell,fold,mcc,thr_val,bal_acc,auprc,auroc,epochs_trained
v2,all,11,60,64,32,0.2,0.0005,GRU,1,0.0695635892863462,0.424560546875,0.5285487824568099,0.527304016646104,0.5126487986026509,1
v2,all,11,60,64,32,0.2,0.0005,GRU,2,0.05406123176800668,0.474853515625,0.5258142987329865,0.5370657821014615,0.5114354587412175,1
