Date,close,high,low,open,volume
2019-01-02,37.53882217,37.75989235,36.66167965,36.81856770,148158800
2019-01-03,33.79967499,34.63878329,33.75450992,34.22517038,365248800
2019-01-04,35.24256134,35.31149864,34.18238646,34.35591216,234428400
2019-01-07,35.16411972,35.37805896,34.68157309,35.34715578,219111200
2019-01-08,35.83445740,36.08880653,35.30436992,35.55158448,164101200
2019-01-09,36.44298172,36.73298552,35.56821877,35.96281096,180396400
2019-01-10,36.55945587,36.59986576,35.86059445,36.25043504,143122800
2019-01-11,36.20051956,36.53568843,36.01510777,36.34076992,108092800
2019-01-14,35.65617371,35.95806366,35.47076189,35.85822681,129756800
2019-01-15,36.38593292,36.46199753,35.66805439,35.72035039,114843600
2019-01-16,36.83045578,37.05390174,36.36930196,36.38831902,122278800
2019-01-17,37.04913712,37.47701187,36.43109540,36.65454130,119284800
2019-01-18,37.27733612,37.52930579,37.07765883,37.43897567,135004000
2019-01-22,36.44061279,37.25594895,36.27896957,37.17988432,121576000
2019-01-23,36.58798981,36.87799366,36.06027812,36.64266159,92522400
2019-01-24,36.29796982,36.72108929,36.06977243,36.63313859,101766000
2019-01-25,37.50078583,37.58874019,36.68307394,36.95881227,134142000
2019-01-28,37.15373993,37.16087087,36.52619131,37.03250660,104768400
2019-01-29,36.76864243,37.58873727,36.63315086,37.14184543,166348800
2019-01-30,39.28121185,39.49514741,38.08791775,38.80579628,244439200
2019-01-31,39.56409454,40.17262605,39.11720263,39.48565052,162958400
2019-02-01,39.58311081,40.16787007,39.44286043,39.68770284,130672400
2019-02-04,40.70746231,40.80492338,39.76376202,39.79466519,125982000
2019-02-05,41.40394211,41.61788130,40.96894003,41.09016970,144406400
2019-02-06,41.41821671,41.73436858,41.08780294,41.51567417,112958400
2019-02-07,40.63376617,41.34688947,40.49114006,40.98081748,126966800
2019-02-08,40.68153000,40.74121184,40.20646124,40.34253759,95280000
2019-02-11,40.44757462,40.87251267,40.40460544,40.83431541,83973600
2019-02-12,40.79610443,40.82236458,40.51201839,40.60751148,89134000
2019-02-13,40.62661362,41.17568718,40.56454583,40.91547528,89960800
2019-02-14,40.77463150,40.88444404,40.43563911,40.51441957,87342800
2019-02-15,40.68390656,40.98947721,40.52395970,40.88205065,98507200
2019-02-19,40.80565262,40.92740586,40.46188839,40.51440869,75891200
2019-02-20,41.06825638,41.37621663,40.81998159,40.86772632,104457600
2019-02-21,40.83670044,41.14943269,40.65526896,41.01335999,68998800
2019-02-22,41.29265976,41.29982129,40.91308424,40.96082897,75652800
2019-02-25,41.59346008,41.98497274,41.52661672,41.57675106,87493600
2019-02-26,41.61732864,41.84889441,41.34040411,41.46931889,68280800
2019-02-27,41.74624252,41.77727824,41.23536624,41.34995797,111341600
2019-02-28,41.33562088,41.75578316,41.28071463,41.61493496,112861600
2019-03-01,41.77011871,41.81308788,41.27356546,41.60539628,103544800
2019-03-04,41.98020935,42.43378990,41.53140073,41.94201210,109744800
2019-03-05,41.90379715,42.01599926,41.66745584,42.00167620,78949600
2019-03-06,41.66269684,41.89426265,41.52423454,41.69850448,83241600
2019-03-07,41.18046188,41.64359346,41.06587379,41.50751714,99185600
2019-03-08,41.27833939,41.31653663,40.46427840,40.66003654,95997600
2019-03-11,42.70830917,42.76082947,41.86083024,41.89425191,128044000
2019-03-12,43.18815613,43.60831486,42.82051405,42.97091341,129870400
2019-03-13,43.37913513,43.75871063,43.19053854,43.50804626,124130000
2019-03-14,43.86137009,43.94970167,43.58205956,43.90195329,94318000
2019-03-15,44.43193436,44.72079606,43.86376573,44.12875324,156171600
2019-03-18,44.88551712,44.97384507,44.35315251,44.35554211,104879200
2019-03-19,44.52980042,45.11707114,44.38417662,44.96428582,126585600
2019-03-20,44.91893387,45.23644164,44.10009726,44.45818824,124140800
2019-03-21,46.57331467,46.86933787,45.31283464,45.36296898,204136800
2019-03-22,45.60886002,47.19400944,45.54440261,46.63299872,169630800
2019-03-25,45.05739975,45.83087400,44.54652338,45.71867186,175381200
2019-03-26,44.59188080,46.04573315,44.06429539,45.75448549,199202000
2019-03-27,44.99293137,45.30088796,44.53457542,45.05977471,119393600
2019-03-28,45.05260849,45.25313851,44.76852247,45.10751474,83121600
2019-03-29,45.34624863,45.37728434,45.00964227,45.31760252,94256000
2019-04-01,45.65420532,45.75924226,44.97144517,45.74969478,111448000
2019-04-02,46.31787491,46.42291551,45.60885449,45.61840198,91062800
2019-04-03,46.63537979,46.90991473,46.11017681,46.13405100,93087200
2019-04-04,46.71655273,46.87888557,46.10779730,46.50169595,76457200
2019-04-05,47.02927399,47.05314817,46.77383405,46.89797325,74106400
2019-04-08,47.76934814,47.80038023,46.87173090,46.89082953,103526800
2019-04-09,47.62609482,48.42583270,47.56163743,47.82185295,143072800
2019-04-10,47.89347076,47.92212052,47.31097556,47.43033921,86781200
2019-04-11,47.49479675,47.98418846,47.37304714,47.94838082,83603200
2019-04-12,47.47568512,47.77886973,46.84067343,47.55446555,111042800
2019-04-15,47.56163406,47.70964745,47.27038650,47.40646279,70146400
2019-04-16,47.56641006,48.07251073,47.40168766,47.61654440,102785600
2019-04-17,48.49267960,48.55236142,47.41363114,47.63564579,115627200
2019-04-18,48.66695023,48.73617954,48.34705650,48.49029070,96783200
2019-04-22,48.82689285,48.92477192,48.30407950,48.42105718,77758000
2019-04-23,49.53113556,49.59559295,48.67649145,48.80301662,93292000
2019-04-24,49.45474625,49.76986437,49.42848610,49.50249098,70162400
2019-04-25,49.00593948,49.59798216,48.96774224,49.37596752,74172800
2019-04-26,48.77198792,48.93909630,48.25156051,48.91522211,74596400
2019-04-29,48.84598923,49.17065848,48.66694377,48.79585490,88818800
