Date,close,high,low,open,volume,logret_1d,logret_3d,logret_5d,realized_vol_10,bb_pos,rsi_14,macd,macd_sig,macd_diff,log_vol,vol_z_20,sma_diff,target
2019-02-20,41.06826400756836,41.37622431606571,40.81998917675937,40.86773391621993,104457600,0.006415228549605079,0.0071756404468570345,0.006648873727229887,0.007838474390426597,0.4094861752122144,70.56782209710975,0.9784473002825678,1.034403520762881,-0.055956220480313235,18.46429180540694,-0.008110742463449935,0.029121736593561653,0
2019-02-21,40.83669662475586,41.149428845280646,40.655265164712084,41.01335616092031,68998800,-0.005654553717755029,0.0037486000934414676,0.005157838479045829,0.00796844575603761,0.30646705546479797,64.82197949819624,0.9394066826554734,1.0154041531413995,-0.07599747048592609,18.049599671105955,-2.1931139277100864,0.022176664132583568,1
2019-02-22,41.29265594482422,41.29981747146773,40.913080461961876,40.96082518714831,75652800,0.011103557750228088,0.011864232582078138,0.012624644479330094,0.00599313268573289,0.4252762442678063,68.07170468373351,0.9344866381649979,0.9992206501461193,-0.06473401198112139,18.141665010071524,-1.5679443921793685,0.017454058826819496,1
2019-02-25,41.59345245361328,41.984965042203186,41.52660910746543,41.5767434384209,87493600,0.0072580999421276715,0.01270710397460073,0.022110257785797227,0.0062475509849144505,0.4968260687468474,61.34037481411612,0.9439776451694186,0.9881720491507792,-0.04419440398136054,18.287076205795632,-0.729173874657409,0.01455099078083566,1
2019-02-26,41.61732482910156,41.848890569149845,41.34040032556293,41.46931508945012,68280800,0.0005737808712473758,0.018935438563603135,0.019696113395453185,0.005639314723985058,0.49795433385040166,53.299312144177634,0.9425603883580536,0.9790497169922341,-0.03648932863418053,18.039139172283505,-1.4236019126763921,0.011850429081223357,1
2019-02-27,41.746253967285156,41.777289691002316,41.23537754191424,41.34996930208963,111341600,0.003093179127910961,0.010925059941286008,0.016374063973759068,0.005275097920468138,0.7120883212059926,54.898623438564584,0.9409935185363452,0.9714384773010563,-0.030444958764711094,18.528113511013366,0.6996307128104478,0.008004844121670907,0
2019-02-28,41.335636138916016,41.75579857516945,41.28072987242926,41.61495032332995,112861600,-0.009884733513514377,-0.00621777351435604,0.01214388417799972,0.006270598044929922,0.3846866187988717,61.79772831294902,0.8962865029538705,0.9564080824316192,-0.060121579477748766,18.541672847261058,0.9972004260970704,0.007206414781525838,1
2019-03-01,41.770111083984375,41.81308024446465,41.273557920974135,41.60538868343181,103544800,0.01045604950250656,0.0036644951169031437,0.011496375930278191,0.006845429980877894,0.7270408840610476,66.19292969387399,0.885704517668735,0.9422673694790424,-0.0565628518103074,18.4555149272586,0.45004143303108063,0.006924706293922833,1
2019-03-04,41.980201721191406,42.43378218337515,41.53139318278945,41.94200447479764,109744800,0.005017081628818865,0.005588397617811047,0.009255357616969384,0.006681239709402615,0.9286755670466741,72.96109818861947,0.8840796567505294,0.9306298269333398,-0.04655017018281049,18.513668228387044,0.8839607986718064,0.007142288239551542,0
2019-03-05,41.903804779052734,42.016006907094805,41.667463428832036,42.001683851206835,78949600,-0.0018214905665265846,0.01365164056479884,0.006860086179195424,0.006863735752976125,0.7484947835557065,68.06819214134,0.866637292763663,0.9178313200994045,-0.05119402733574152,18.184320232155308,-0.9672887043518537,0.008346335932293503,0
2019-03-06,41.662696838378906,41.894262652048724,41.52423454258839,41.698504482682424,83241600,-0.005770460771852726,-0.0025748697095604456,-0.002003553720568263,0.007195777262063866,0.47947452453203615,66.5144152423569,0.8238617326317197,0.8990374026058676,-0.07517566997414793,18.237257780833087,-0.4879208333382466,0.009472934678746103,0
2019-03-07,41.18046951293945,41.64360117319081,41.06588140033503,41.50752482978708,99185600,-0.011642065201772134,-0.019234016540151444,-0.00376088540882602,0.008049846704680945,0.00866617995276657,55.845967019397044,0.7424911027766896,0.8677281426400321,-0.12523703986334245,18.41250340042786,0.7539631612322548,0.010599346744374794,1
2019-03-08,41.27833938598633,41.31653662922078,40.464278397663925,40.660036537223284,95997600,0.002373789297002382,-0.015038736676622477,-0.011843145614330197,0.007246160750116006,0.07729312010938631,58.54500070166652,0.6780850310504007,0.8297995203221058,-0.15171448927170506,18.379833749119605,0.6097360645246773,0.009774139453105679,1
2019-03-11,42.70831298828125,42.76083328628098,41.86083397800015,41.89425565466456,128044000,0.03405569254101781,0.02478741663624806,0.01719546529786875,0.012951701783769505,1.2312113256246424,69.87534598422442,0.7339689370769733,0.8106334036730793,-0.07666446659610604,18.667884512815395,2.6373415384411585,0.00999580092178709,1
2019-03-12,43.18815994262695,43.60831871063706,42.820517833264546,42.97091720915733,129870400,0.011172797429885417,0.04760227926790561,0.030189753294280752,0.01319476719751056,1.2973693075348383,71.18315343908336,0.8076666952840412,0.8100400619952718,-0.0023733667112305623,18.68204758808461,2.3908743356101594,0.010446646279383742,1
2019-03-13,43.379150390625,43.75872602054894,43.19055373543909,43.508061562842215,124130000,0.004412537646196313,0.04964102761709954,0.04037275171232979,0.013194566175253091,1.1566823794234573,75.613287924027,0.8714386305254962,0.8223197757013168,0.049118854824179436,18.636839961492132,1.7171462028457924,0.011235370047222082,1
2019-03-14,43.861366271972656,43.9496978509338,43.58205576514747,43.90194947627824,94318000,0.011054973327758066,0.026640308403839796,0.06306979024185999,0.012413427245554874,1.1808404988055334,75.74162196525388,0.9499388366423958,0.8478435878895325,0.10209524875286324,18.362182609558054,-0.2149351485734374,0.013368388312263946,1
2019-03-15,44.431922912597656,44.7207845418945,43.86375442838504,44.12874187114219,156171600,0.012924302354261119,0.0283918133282155,0.07362030329911873,0.012537322512579586,1.1930367260829238,76.98591385817929,1.0461308231753819,0.8875010349467024,0.15862978822867946,18.866465960657113,3.0050691370073888,0.015297756406604801,1
