Date,open,high,low,close,volume,logret_1d,logret_3d,logret_5d,realized_vol_10,bb_pos,rsi_14,macd,macd_sig,macd_diff,log_vol,vol_z_20,sma_diff,target,target_z
2019-02-20,40.86772632,41.37621663,40.81998159,41.06825638,104457600,0.00641486,0.00717536,0.00664888,0.00783849,0.40948310,70.56774992,0.97844747,1.03440445,-0.05595698,18.46429181,-0.00811074,0.02912176,0,0
2019-02-21,41.01335999,41.14943269,40.65526896,40.83670044,68998800,-0.00565427,0.00374860,0.00515784,0.00796844,0.30646724,64.82200589,0.93940698,1.01540496,-0.07599798,18.04959967,-2.19311393,0.02217667,1,1
2019-02-22,40.96082897,41.29982129,40.91308424,41.29265976,75652800,0.01110356,0.01186414,0.01262464,0.00599300,0.42527646,68.07170810,0.93448703,0.99922137,-0.06473434,18.14166501,-1.56794439,0.01745406,1,1
2019-02-25,41.57675106,41.98497274,41.52661672,41.59346008,87493600,0.00725819,0.01270747,0.02211035,0.00624743,0.49682780,61.34047246,0.94397841,0.98817278,-0.04419437,18.28707621,-0.72917387,0.01455097,0,0
2019-02-26,41.46931889,41.84889441,41.34040411,41.61732864,68280800,0.00057369,0.01893544,0.01969602,0.00563917,0.49795408,53.29937494,0.94256114,0.97905045,-0.03648932,18.03913917,-1.42360191,0.01185041,1,1
2019-02-27,41.34995797,41.77727824,41.23536624,41.74624252,111341600,0.00309281,0.01092469,0.01637398,0.00527499,0.71207798,54.89827482,0.94099303,0.97143897,-0.03044594,18.52811351,0.69963071,0.00800483,0,0
2019-02-28,41.61493496,41.75578316,41.28071463,41.33562088,112861600,-0.00988483,-0.00621833,0.01214342,0.00627055,0.38467327,61.79765355,0.89628474,0.95640812,-0.06012338,18.54167285,0.99720043,0.00720636,1,1
2019-03-01,41.60539628,41.81308788,41.27356546,41.77011871,103544800,0.01045660,0.00366459,0.01149647,0.00684547,0.72704803,66.19303844,0.88570360,0.94226722,-0.05656361,18.45551493,0.45004143,0.00692466,1,1
2019-03-04,41.94201210,42.43378990,41.53140073,41.98020935,109744800,0.00501708,0.00558885,0.00925536,0.00668128,0.92868204,72.96136075,0.88407942,0.93062966,-0.04655024,18.51366823,0.88396080,0.00714225,0,0
2019-03-05,42.00167620,42.01599926,41.66745584,41.90379715,78949600,-0.00182185,0.01365183,0.00685981,0.00686380,0.74848698,68.06823727,0.86663637,0.91783100,-0.05119463,18.18432023,-0.96728870,0.00834627,0,0
2019-03-06,41.69850448,41.89426265,41.52423454,41.66269684,83241600,-0.00577028,-0.00257505,-0.00200328,0.00719584,0.47947386,66.51437460,0.82386090,0.89903698,-0.07517609,18.23725778,-0.48792083,0.00947289,0,0
2019-03-07,41.50751714,41.64359346,41.06587379,41.18046188,99185600,-0.01164225,-0.01923438,-0.00376070,0.00804996,0.00865775,55.84579572,0.74248973,0.86772753,-0.12523780,18.41250340,0.75396316,0.01059930,1,0
2019-03-08,40.66003654,41.31653663,40.46427840,41.27833939,95997600,0.00237397,-0.01503855,-0.01184333,0.00724629,0.07729261,58.54491774,0.67808387,0.82979880,-0.15171493,18.37983375,0.60973606,0.00977408,1,1
2019-03-11,41.89425191,42.76082947,41.86083024,42.70830917,128044000,0.03405560,0.02478733,0.01719519,0.01295175,1.23121115,69.87521056,0.73396764,0.81063257,-0.07666493,18.66788451,2.63734154,0.00999574,1,1
2019-03-12,42.97091341,43.60831486,42.82051405,43.18815613,129870400,0.01117280,0.04760238,0.03018985,0.01319481,1.29736916,71.18311080,0.80766531,0.81003912,-0.00237380,18.68204759,2.39087434,0.01044658,1,0
2019-03-13,43.50804626,43.75871063,43.19053854,43.37913513,124130000,0.00441227,0.04964068,0.04037240,0.01319461,1.15667791,75.61299733,0.87143628,0.82231855,0.04911773,18.63683996,1.71714620,0.01123530,1,1
2019-03-14,43.90195329,43.94970167,43.58205956,43.86137009,94318000,0.01105541,0.02664048,0.06307006,0.01241348,1.18084556,75.74142517,0.94993728,0.84784230,0.10209499,18.36218261,-0.21493515,0.01336837,1,1
2019-03-15,44.12875324,44.72079606,43.86376573,44.43193436,156171600,0.01292447,0.02839216,0.07362056,0.01253736,1.19304214,76.98573484,1.04613051,0.88749994,0.15863058,18.86646596,3.00506914,0.01529773,1,1
2019-03-18,44.35554211,44.97384507,44.35315251,44.88551712,104879200,0.01015673,0.03413662,0.04972169,0.01258974,1.14599378,78.72412190,1.14575711,0.93915137,0.20660574,18.46831977,0.19966348,0.01713118,0,0
2019-03-19,44.96428582,45.11707114,44.38417662,44.52980042,126585600,-0.00795655,0.01512466,0.03059234,0.01318602,0.86969051,73.52675093,1.18237881,0.98779686,0.19458195,18.65642932,1.12376396,0.01886124,1,1
2019-03-20,44.45818824,45.23644164,44.10009726,44.91893387,124140800,0.00870076,0.01090094,0.03488083,0.01251839,0.88448603,80.39672783,1.22863861,1.03596521,0.19267340,18.63692696,1.00024862,0.02190696,1,1
2019-03-21,45.36296898,46.86933787,45.31283464,46.57331467,204136800,0.03616833,0.03691255,0.05999375,0.01347768,1.19578159,83.75816726,1.38285386,1.10534294,0.27751092,19.13430092,4.13212875,0.02765971,0,0
2019-03-22,46.63299872,47.19400944,45.54440261,45.60886002,169630800,-0.02092573,0.02394336,0.02614354,0.01695177,0.78422816,73.05811820,1.41098220,1.16647079,0.24451141,18.94913487,2.97339256,0.03257215,0,0
2019-03-25,45.71867186,45.83087400,44.54652338,45.05739975,175381200,-0.01216477,0.00307783,0.00382204,0.01592711,0.55727746,68.89847695,1.37294937,1.20776651,0.16518286,18.98247245,3.19533158,0.03387066,0,0
2019-03-26,45.75448549,46.04573315,44.06429539,44.59188080,199202000,-0.01038543,-0.04347593,0.00139316,0.01650073,0.37802061,67.09383367,1.29037001,1.22428721,0.06608280,19.10982994,3.35319029,0.03356157,1,1
2019-03-27,45.05977471,45.30088796,44.53457542,44.99293137,119393600,0.00895360,-0.01359660,0.00164600,0.01660004,0.45064942,72.46124973,1.24295865,1.22802150,0.01493715,18.59793616,-0.10607493,0.03341435,0,0
2019-03-28,45.10751474,45.25313851,44.76852247,45.05260849,83121600,0.00132549,-0.00010634,-0.03319685,0.01640190,0.42463810,72.33673268,1.19640879,1.22169896,-0.02529016,18.23581515,-1.72486120,0.03174450,1,0
2019-03-29,45.31760252,45.37728434,45.00964227,45.34624863,94256000,0.00649657,0.01677566,-0.00577454,0.01607856,0.46717307,68.03783275,1.16972810,1.21130479,-0.04157668,18.36152504,-1.05156630,0.02962278,1,1
2019-04-01,45.74969478,45.75924226,44.97144517,45.65420532,111448000,0.00676827,0.01459033,0.01315850,0.01592339,0.51127160,67.26840474,1.16006054,1.20105594,-0.04099540,18.52906867,-0.36298208,0.02707346,1,1
2019-04-02,45.61840198,46.42291551,45.60885449,46.31787491,91062800,0.01443223,0.02769707,0.03797616,0.01598892,0.65403174,69.30069607,1.19220848,1.19928644,-0.00707797,18.32705994,-1.19321375,0.02599189,1,1
2019-04-03,46.13405100,46.90991473,46.11017681,46.63537979,93087200,0.00683152,0.02803202,0.03585408,0.01593789,0.69349714,68.62173693,1.22913721,1.20525660,0.02388061,18.34904725,-1.10284854,0.02411697,0,0
2019-04-04,46.50169595,46.87888557,46.10779730,46.71655273,76457200,0.00173907,0.02300283,0.03626767,0.01115897,0.69263854,66.41503661,1.25053805,1.21431289,0.03622517,18.15224167,-1.84478188,0.01810719,1,1
2019-04-05,46.89797325,47.05314817,46.77383405,47.02927399,74106400,0.00667171,0.01524230,0.03644281,0.00839456,0.80599241,65.72116919,1.27800038,1.22705039,0.05094999,18.12101246,-1.94250139,0.01476353,1,1
2019-04-08,46.89082953,47.80038023,46.87173090,47.76934814,103526800,0.01561392,0.02402471,0.04528846,0.00732182,0.99983615,72.48931444,1.34398959,1.25043823,0.09355136,18.45534107,-0.51946632,0.01508138,0,0
2019-04-09,47.82185295,48.42583270,47.56163743,47.62609482,143072800,-0.00300336,0.01928227,0.02785287,0.00569505,0.85448949,69.45768131,1.36894680,1.27413994,0.09480686,18.77886415,1.00210919,0.01679773,1,1
2019-04-10,47.43033921,47.92212052,47.31097556,47.89347076,86781200,0.00559836,0.01820893,0.02661971,0.00563842,0.87522224,61.85159231,1.39422877,1.29815771,0.09607106,18.27890057,-1.12303509,0.01812042,0,0
2019-04-11,47.94838082,47.98418846,47.37304714,47.49479675,83603200,-0.00835902,-0.00576402,0.01652161,0.00719466,0.65163723,68.84523402,1.36634488,1.31179514,0.05454974,18.24159235,-1.07823142,0.01940981,0,0
2019-04-12,47.55446555,47.77886973,46.84067343,47.47568512,111042800,-0.00040248,-0.00316313,0.00944743,0.00739298,0.58438656,77.04169529,1.32740308,1.31491673,0.01248635,18.52542627,0.14726310,0.02066342,0,0
2019-04-15,47.40646279,47.70964745,47.27038650,47.56163406,70146400,0.00180874,-0.00695276,-0.00435775,0.00739689,0.56115537,86.28880481,1.28862234,1.30965785,-0.02103551,18.06609504,-1.84363330,0.02183490,0,0
