Date,ret1,ret5,sma20_rel,std20,sma50_rel,std50,rsi14,macd_norm,hl_range,vol_z20,dow_1,dow_2,dow_3,dow_4,Close
2010-03-17,-0.0014710158668078573,-0.0032071346635440985,-0.05014302431044382,0.012430993766974489,-0.07567577940303793,0.018394921591792797,69.69129012885529,0.027101888860081812,0.014188734987374047,-0.4251405924285747,False,True,False,False,6.721594333648682
2010-03-18,0.002361816776637339,-0.003776423794098941,-0.047549572926557926,0.012424892927185889,-0.07694197623036059,0.018395706324503606,70.26710059044747,0.026760594026518036,0.010638777123363452,-1.0697976722913916,False,False,True,False,6.737488269805908
2010-03-19,-0.010740841799430847,-0.01938364109555534,-0.03263438805613095,0.012679485007380765,-0.06595904621540405,0.01831108560798186,64.3085563823285,0.02566022796580563,0.018042797178733982,0.2438042702332221,False,False,False,True,6.665509223937988
2010-03-22,0.011185768003010401,0.004056796382062844,-0.037982148194392606,0.012474892614003615,-0.0750878367551947,0.018361803291624113,67.40881058245864,0.024896555124971208,0.026028981684616016,-0.4315178242524247,False,False,False,False,6.7404866218566895
2010-03-23,0.015934815037078137,0.01727054215048721,-0.04633700578595623,0.01145859052746022,-0.08827475768963067,0.018463788725935123,71.2873157802828,0.025116051802704476,0.020494075809710178,0.4900090834623773,True,False,False,False,6.848755359649658
2010-03-24,0.0044128298074686155,0.023154387824763444,-0.04427764455752725,0.01118943249092711,-0.09060980139053387,0.01840728548135314,72.28113775364648,0.025549959758048815,0.011727869741818909,0.4167542279664877,False,True,False,False,6.879044532775879
2010-03-25,-0.01192954907223785,0.008863021975888256,-0.027370142551652932,0.011938746473425745,-0.07802580425390537,0.018414571586778842,65.68675530035495,0.025036298256408594,0.02082518442837341,0.10497083207224243,False,False,True,False,6.797468185424805
2010-03-26,0.018578084646089964,0.03818194842140921,-0.039582146106257765,0.01218296148050044,-0.09324218275525187,0.018487894741982768,70.25338391633659,0.025132889254285917,0.014724977703270354,0.6921513929839331,False,False,False,True,6.924932479858398
2010-03-29,0.006432571612265854,0.03342875203066469,-0.04070562393975785,0.011656697175445086,-0.09708025427680167,0.01846564068894962,71.6766072488846,0.025632581089478735,0.009681934769084896,0.0540463113375782,False,False,False,False,6.969621181488037
2010-03-30,0.014778444048162342,0.03227238104174878,-0.04905429202143241,0.011751271343087859,-0.10778868173218148,0.0183451819200133,74.70310644000179,0.026649129987039933,0.01369528937840087,-0.019454534492530193,True,False,False,False,7.073386192321777
2010-03-31,-0.0036104685492542215,0.024249082685026128,-0.04015302251174768,0.011924281660247274,-0.10286283452426026,0.017403053296202134,72.6492626227121,0.02724718602603061,0.009148975722875511,-0.6692228087962355,False,True,False,False,7.04789400100708
2010-04-01,0.004119103989491453,0.04029773574675534,-0.03874623160051127,0.011928364658623555,-0.10449614267763663,0.01722562695953105,73.54318678773933,0.027545291422332308,0.025342106269705813,0.38983221478302243,False,False,True,False,7.076984882354736
