acc,auc,auprc,loss,prec,rec,val_acc,val_auc,val_auprc,val_loss,val_prec,val_rec,learning_rate
0.46640828251838684,0.46240293979644775,0.47498488426208496,0.7390985488891602,0.47477254271507263,0.48726654052734375,0.5055432319641113,0.49335038661956787,0.4929300546646118,0.7118626236915588,0.49438202381134033,0.39819005131721497,0.0005000000237487257
0.4806201457977295,0.4759897291660309,0.49530029296875,0.7113065123558044,0.488727867603302,0.5152801275253296,0.5077605247497559,0.4975506663322449,0.4967935085296631,0.7019006609916687,0.4965035021305084,0.3212669789791107,0.0005000000237487257
0.49052539467811584,0.4960026144981384,0.50877845287323,0.702010989189148,0.49787235260009766,0.49660441279411316,0.5121951103210449,0.509974479675293,0.5074944496154785,0.6977896094322205,0.5031847357749939,0.35746607184410095,0.0005000000237487257
0.5124892592430115,0.5138683915138245,0.5299475193023682,0.6963872909545898,0.5187908411026001,0.5390492081642151,0.49445676803588867,0.5221818089485168,0.5128304958343506,0.6953900456428528,0.4804469347000122,0.3891402781009674,0.0005000000237487257
0.5275624394416809,0.5380734205245972,0.5490598678588867,0.692058265209198,0.5328466892242432,0.5577249526977539,0.5011086463928223,0.5367204546928406,0.521335244178772,0.6931087970733643,0.48924732208251953,0.4117647111415863,0.0005000000237487257
0.5310077667236328,0.5432929992675781,0.5535112619400024,0.6907793879508972,0.5365653038024902,0.5543293952941895,0.5277161598205566,0.5483670830726624,0.5295344591140747,0.6907094120979309,0.5243902206420898,0.3891402781009674,0.0005000000237487257
0.5503876209259033,0.5642638206481934,0.5699095726013184,0.6865758299827576,0.5571672320365906,0.5543293952941895,0.534368097782135,0.5432323813438416,0.5219084024429321,0.6928609609603882,0.5232067704200745,0.5610859990119934,0.0005000000237487257
0.5624461770057678,0.5696996450424194,0.5757313370704651,0.6851064562797546,0.5719360709190369,0.5466893315315247,0.5410199761390686,0.5472752451896667,0.5269923210144043,0.6919777393341064,0.5296609997749329,0.5656108856201172,0.0005000000237487257
0.5525408983230591,0.5722004175186157,0.5792380571365356,0.6847149133682251,0.5545954704284668,0.5993208885192871,0.5321508049964905,0.5473440885543823,0.5255686044692993,0.6919231414794922,0.5213675498962402,0.5520362257957458,0.0005000000237487257
0.570198118686676,0.5856257677078247,0.5876478552818298,0.6820998787879944,0.5688073635101318,0.6315789222717285,0.5365853905677795,0.543065071105957,0.5216163992881775,0.6935482025146484,0.5239999890327454,0.5927602052688599,0.0005000000237487257
0.5564168691635132,0.5825529098510742,0.5853293538093567,0.6819577217102051,0.5622895359992981,0.5670627951622009,0.5410199761390686,0.5460554361343384,0.524260401725769,0.6935300230979919,0.527999997138977,0.5972850918769836,0.0005000000237487257
0.5689061284065247,0.5953368544578552,0.5963991284370422,0.6792423725128174,0.562367856502533,0.6774193644523621,0.534368097782135,0.5447766780853271,0.521801769733429,0.6928799152374268,0.5232067704200745,0.5610859990119934,0.0005000000237487257
0.5650301575660706,0.6031075716018677,0.603439450263977,0.6775570511817932,0.5786516666412354,0.5246179699897766,0.5410199761390686,0.5498229265213013,0.5223209857940674,0.6916704773902893,0.5296609997749329,0.5656108856201172,0.0002500000118743628
0.5839793086051941,0.6061480045318604,0.6047141551971436,0.677013099193573,0.582426130771637,0.6358234286308289,0.5365853905677795,0.5467243790626526,0.5187485814094543,0.6940998435020447,0.5232558250427246,0.610859751701355,0.0002500000118743628
0.5861326456069946,0.6045407652854919,0.6044009923934937,0.6769228577613831,0.5864542126655579,0.6247877478599548,0.5299334526062012,0.5466949343681335,0.5196083784103394,0.694842517375946,0.5203620195388794,0.5203620195388794,0.0002500000118743628
0.5740740895271301,0.6073096990585327,0.6053590774536133,0.6760451793670654,0.5723029971122742,0.6349745392799377,0.5454545617103577,0.5434979200363159,0.5146796703338623,0.6956102848052979,0.5303030014038086,0.6334841847419739,0.0002500000118743628
0.5857020020484924,0.6164739727973938,0.6185721158981323,0.6740537285804749,0.5837209224700928,0.6392189860343933,0.5299334526062012,0.5457308888435364,0.5144953727722168,0.6953281760215759,0.5182186365127563,0.5791855454444885,0.0002500000118743628
0.58010333776474,0.6130646467208862,0.6102964282035828,0.6744269728660583,0.5791114568710327,0.6307300329208374,0.5299334526062012,0.5495868921279907,0.5181741714477539,0.6943578124046326,0.5182186365127563,0.5791855454444885,0.0002500000118743628
