acc,auc,auprc,loss,prec,rec,val_acc,val_auc,val_auprc,val_loss,val_prec,val_rec,learning_rate
0.5349075794219971,0.5303396582603455,0.5406495332717896,0.7077357769012451,0.5379644632339478,0.6660000085830688,0.5308641791343689,0.5014499425888062,0.5134994387626648,0.7012035250663757,0.5408163070678711,0.6309523582458496,0.0005000000237487257
0.5420944690704346,0.5566181540489197,0.5635288953781128,0.6921399831771851,0.5627906918525696,0.48399999737739563,0.4938271641731262,0.5006868243217468,0.4967678189277649,0.701680064201355,0.5111111402511597,0.5476190447807312,0.0005000000237487257
0.533880889415741,0.5589367151260376,0.575302004814148,0.6883043050765991,0.5463709831237793,0.5419999957084656,0.46296295523643494,0.46665140986442566,0.47213172912597656,0.7103970646858215,0.4859813153743744,0.6190476417541504,0.0005000000237487257
0.5472279191017151,0.5739978551864624,0.5832489728927612,0.6842661499977112,0.5514833927154541,0.6320000290870667,0.4691357910633087,0.4843558967113495,0.4841212034225464,0.709143340587616,0.4895833432674408,0.5595238208770752,0.0005000000237487257
0.5595482587814331,0.5949915647506714,0.5983536243438721,0.6791757345199585,0.5594639778137207,0.6679999828338623,0.4938271641731262,0.4988552927970886,0.49733638763427734,0.7053388357162476,0.5094339847564697,0.6428571343421936,0.0005000000237487257
0.5667350888252258,0.6109493970870972,0.6127479672431946,0.6741985082626343,0.5589123964309692,0.7400000095367432,0.48148149251937866,0.4951160252094269,0.4942159354686737,0.7073620557785034,0.5,0.6428571343421936,0.0005000000237487257
0.5728952884674072,0.6146624088287354,0.6109508872032166,0.6735547184944153,0.565625011920929,0.7239999771118164,0.46296295523643494,0.48084554076194763,0.4873085021972656,0.710904598236084,0.48514851927757263,0.5833333134651184,0.0005000000237487257
0.5831621885299683,0.6248016953468323,0.6385097503662109,0.6687912344932556,0.5791245698928833,0.6880000233650208,0.45679011940956116,0.48061656951904297,0.48735788464546204,0.7115949988365173,0.4791666567325592,0.5476190447807312,0.0002500000118743628
0.5739219784736633,0.6215211153030396,0.632429838180542,0.6694798469543457,0.5741710066795349,0.6579999923706055,0.4444444477558136,0.4715353846549988,0.48363134264945984,0.7139579653739929,0.46739131212234497,0.511904776096344,0.0002500000118743628
0.5749486684799194,0.6298607587814331,0.6400876641273499,0.6680410504341125,0.5746527910232544,0.6620000004768372,0.4691357910633087,0.4782508909702301,0.4867249131202698,0.7136793732643127,0.4897959232330322,0.5714285969734192,0.0002500000118743628
0.5852156281471252,0.6248670816421509,0.6298704147338867,0.6683967709541321,0.5794702172279358,0.699999988079071,0.48148149251937866,0.4762668013572693,0.4835597574710846,0.7139073014259338,0.5,0.5833333134651184,0.0002500000118743628
0.5728952884674072,0.6284282207489014,0.6395441293716431,0.6677254438400269,0.5731707215309143,0.6579999923706055,0.5061728358268738,0.4781745970249176,0.4833388924598694,0.7153058648109436,0.52173912525177,0.5714285969734192,0.0002500000118743628
0.5903490781784058,0.6402193903923035,0.6501944065093994,0.6634659767150879,0.5884413123130798,0.671999990940094,0.5061728358268738,0.47664833068847656,0.48501595854759216,0.7157552242279053,0.5204081535339355,0.6071428656578064,0.0002500000118743628
